name,user_id,page_visited,device_id,item_id,device_type,event_ts
Thorin,6360,Home Decor,0x1000000000567,173,mobile,2020-09-16T13:47:00.000+0000
Thorin,6360,Recipes,0x1000000000241,108,desktop,2020-02-18T11:26:00.000+0000
Gandalf,4086,Gardening,0x10000000001ec,137,unknown,2020-10-08T09:54:00.000+0000
Dwalin,2305,Gardening,0x1000000000144,190,mobile,2020-05-21T02:16:00.000+0000
Dwalin,2305,Gardening,0x100000000017c,200,desktop,2020-03-31T01:54:00.000+0000
Gandalf,4086,Recipes,0x1000000000141,178,unknown,2020-01-06T22:14:00.000+0000
Kimberly,9173,Lifestyle,0x1000000000126,113,mobile,2020-12-04T15:51:00.000+0000
Gandalf,4086,Lifestyle,0x100000000021e,189,desktop,2020-01-14T05:04:00.000+0000
Dwalin,2305,Recipes,0x10000000005c5,146,unknown,2020-07-09T11:08:00.000+0000
Kimberly,9173,Recipes,0x10000000005f5,156,mobile,2020-01-07T02:17:00.000+0000
Gandalf,4086,Recipes,0x1000000000701,148,desktop,2020-08-23T05:20:00.000+0000
Bilbo,971,Home Decor,0x100000000054f,196,unknown,2020-08-17T03:31:00.000+0000
Thorin,6360,Recipes,0x10000000006cd,169,mobile,2020-09-21T11:12:00.000+0000
Oin,481,Recipes,0x1000000000235,185,desktop,2020-11-11T09:44:00.000+0000
Thorin,6360,Home Decor,0x10000000000ab,122,unknown,2020-12-12T04:40:00.000+0000
Gandalf,4086,Lifestyle,0x10000000005ba,152,mobile,2020-12-11T06:58:00.000+0000
Bilbo,971,Gardening,0x1000000000664,147,desktop,2020-06-08T16:07:00.000+0000
Bilbo,971,Home Decor,0x10000000001e3,187,unknown,2020-07-30T17:00:00.000+0000
Gandalf,4086,Gardening,0x100000000036c,128,mobile,2020-04-23T07:25:00.000+0000
Gandalf,4086,Lifestyle,0x100000000035e,171,desktop,2020-11-04T21:51:00.000+0000
Bilbo,971,Gardening,0x100000000004c,128,unknown,2020-04-06T00:57:00.000+0000
Gandalf,4086,Home Decor,0x1000000000513,165,mobile,2020-04-12T00:36:00.000+0000
Dwalin,2305,Lifestyle,0x10000000005a2,145,desktop,2020-10-31T01:01:00.000+0000
Gandalf,4086,Recipes,0x100000000046d,175,unknown,2020-12-28T01:04:00.000+0000
Gloin,9547,Home Decor,0x10000000005db,114,mobile,2020-11-29T23:24:00.000+0000
Gandalf,4086,Lifestyle,0x10000000003f2,189,desktop,2020-07-24T23:37:00.000+0000
Dwalin,2305,Recipes,0x1000000000625,103,unknown,2020-02-04T18:16:00.000+0000
Bilbo,971,Recipes,0x1000000000291,134,mobile,2020-09-25T08:29:00.000+0000
Gloin,9547,Recipes,0x1000000000139,178,desktop,2020-01-04T13:37:00.000+0000
Oin,481,Home Decor,0x10000000002e3,166,unknown,2020-03-01T01:38:00.000+0000
Dwalin,2305,Lifestyle,0x10000000004c6,191,mobile,2020-06-16T20:12:00.000+0000
Kimberly,9173,Lifestyle,0x10000000005f6,116,desktop,2020-10-05T08:55:00.000+0000
Gandalf,4086,Recipes,0x100000000032d,196,unknown,2020-03-01T19:55:00.000+0000
Bilbo,971,Home Decor,0x1000000000647,152,mobile,2020-09-24T12:24:00.000+0000
Gandalf,4086,Recipes,0x10000000003d5,199,desktop,2020-01-27T10:16:00.000+0000
Kimberly,9173,Lifestyle,0x1000000000682,180,unknown,2020-01-07T09:52:00.000+0000
Dwalin,2305,Lifestyle,0x100000000068a,105,mobile,2020-01-07T00:29:00.000+0000
Dwalin,2305,Gardening,0x1000000000570,164,desktop,2020-06-06T18:59:00.000+0000
Dwalin,2305,Recipes,0x10000000002a5,103,unknown,2020-02-10T14:03:00.000+0000
Dwalin,2305,Gardening,0x100000000024c,191,mobile,2020-06-30T04:46:00.000+0000
Dwalin,2305,Lifestyle,0x100000000011a,153,desktop,2020-10-25T23:58:00.000+0000
Gandalf,4086,Home Decor,0x100000000024f,188,unknown,2020-07-06T23:25:00.000+0000
Kimberly,9173,Gardening,0x100000000009c,153,mobile,2020-01-18T20:17:00.000+0000
Thorin,6360,Gardening,0x1000000000388,162,desktop,2020-06-05T05:38:00.000+0000
Bilbo,971,Recipes,0x100000000021d,162,unknown,2020-03-08T09:31:00.000+0000
Kimberly,9173,Home Decor,0x10000000001b7,110,mobile,2020-08-18T12:01:00.000+0000
Gandalf,4086,Home Decor,0x10000000003f7,102,desktop,2020-03-30T16:52:00.000+0000
Bilbo,971,Home Decor,0x1000000000597,132,unknown,2020-12-26T18:16:00.000+0000
Gandalf,4086,Recipes,0x1000000000389,170,mobile,2020-11-16T03:45:00.000+0000
Bilbo,971,Recipes,0x1000000000645,173,desktop,2020-09-09T02:07:00.000+0000
Dwalin,2305,Home Decor,0x1000000000177,192,unknown,2020-02-24T12:34:00.000+0000
Gloin,9547,Gardening,0x1000000000368,164,mobile,2020-05-25T22:12:00.000+0000
Gloin,9547,Home Decor,0x10000000001eb,122,desktop,2020-07-16T22:53:00.000+0000
Bilbo,971,Recipes,0x1000000000621,182,unknown,2020-09-05T13:47:00.000+0000
Dwalin,2305,Gardening,0x10000000005a0,109,mobile,2020-06-20T13:57:00.000+0000
Kimberly,9173,Recipes,0x10000000004bd,103,desktop,2020-10-23T16:02:00.000+0000
Bilbo,971,Home Decor,0x10000000004df,173,unknown,2020-11-15T12:44:00.000+0000
Bilbo,971,Recipes,0x10000000002c9,110,mobile,2020-04-17T06:11:00.000+0000
Gloin,9547,Lifestyle,0x10000000005aa,126,desktop,2020-01-29T06:39:00.000+0000
Oin,481,Gardening,0x10000000003f0,107,unknown,2020-05-06T07:55:00.000+0000
Oin,481,Gardening,0x10000000003f4,126,mobile,2020-03-04T01:17:00.000+0000
Bilbo,971,Home Decor,0x1000000000047,199,desktop,2020-07-02T01:18:00.000+0000
Bilbo,971,Lifestyle,0x1000000000482,137,unknown,2020-06-17T01:33:00.000+0000
Gandalf,4086,Gardening,0x1000000000420,199,mobile,2020-03-04T09:48:00.000+0000
Dwalin,2305,Recipes,0x10000000006f5,189,desktop,2020-02-05T05:18:00.000+0000
Thorin,6360,Home Decor,0x100000000006b,168,unknown,2020-05-10T01:33:00.000+0000
Oin,481,Gardening,0x100000000054c,110,mobile,2020-11-16T20:41:00.000+0000
Thorin,6360,Lifestyle,0x10000000001d2,139,desktop,2020-01-24T00:54:00.000+0000
Thorin,6360,Recipes,0x10000000001d1,118,unknown,2020-12-31T05:48:00.000+0000
Bilbo,971,Home Decor,0x1000000000373,157,mobile,2020-06-01T13:20:00.000+0000
Oin,481,Home Decor,0x10000000000a3,146,desktop,2020-02-08T13:01:00.000+0000
Dwalin,2305,Home Decor,0x10000000005fb,176,unknown,2020-06-21T23:12:00.000+0000
Kimberly,9173,Gardening,0x1000000000438,175,mobile,2020-09-03T00:55:00.000+0000
Thorin,6360,Recipes,0x10000000001e1,116,desktop,2020-06-13T01:54:00.000+0000
Dwalin,2305,Home Decor,0x1000000000393,198,unknown,2020-10-04T09:11:00.000+0000
Dwalin,2305,Home Decor,0x1000000000567,167,mobile,2020-08-25T23:30:00.000+0000
Gandalf,4086,Gardening,0x10000000005c4,198,desktop,2020-08-24T15:35:00.000+0000
Bilbo,971,Recipes,0x10000000003a5,179,unknown,2020-09-02T13:56:00.000+0000
Thorin,6360,Home Decor,0x10000000004c3,190,mobile,2020-10-04T22:21:00.000+0000
Gandalf,4086,Home Decor,0x10000000003bf,119,desktop,2020-04-03T16:45:00.000+0000
Dwalin,2305,Gardening,0x10000000006e4,117,unknown,2020-07-29T23:40:00.000+0000
Kimberly,9173,Recipes,0x10000000005e9,113,mobile,2020-02-15T23:39:00.000+0000
Bilbo,971,Gardening,0x10000000000ec,162,desktop,2020-05-29T22:42:00.000+0000
Oin,481,Home Decor,0x10000000006df,137,unknown,2020-03-01T13:32:00.000+0000
Bilbo,971,Gardening,0x10000000000f8,123,mobile,2020-05-16T15:56:00.000+0000
Thorin,6360,Home Decor,0x100000000066f,172,desktop,2020-10-30T22:03:00.000+0000
Thorin,6360,Lifestyle,0x10000000006c2,178,unknown,2020-11-13T22:08:00.000+0000
Dwalin,2305,Lifestyle,0x1000000000242,106,mobile,2020-12-08T22:39:00.000+0000
Bilbo,971,Lifestyle,0x10000000002d6,148,desktop,2020-12-09T10:28:00.000+0000
Oin,481,Home Decor,0x1000000000633,179,unknown,2020-08-17T07:10:00.000+0000
Oin,481,Gardening,0x1000000000310,124,mobile,2020-08-04T21:23:00.000+0000
Dwalin,2305,Home Decor,0x1000000000267,188,desktop,2020-06-27T20:24:00.000+0000
Oin,481,Gardening,0x1000000000110,121,unknown,2020-09-04T11:45:00.000+0000
Thorin,6360,Recipes,0x10000000005ad,108,mobile,2020-10-01T20:06:00.000+0000
Gloin,9547,Home Decor,0x10000000002e3,118,desktop,2020-06-08T11:52:00.000+0000
Gloin,9547,Home Decor,0x100000000013b,183,unknown,2020-10-10T07:03:00.000+0000
Dwalin,2305,Lifestyle,0x10000000004ce,109,mobile,2020-09-11T05:22:00.000+0000
Dwalin,2305,Gardening,0x10000000003c8,104,desktop,2020-03-17T22:03:00.000+0000
Thorin,6360,Recipes,0x1000000000685,188,unknown,2020-01-03T03:32:00.000+0000
Thorin,6360,Recipes,0x10000000004e1,195,mobile,2020-09-14T00:46:00.000+0000
Gloin,9547,Gardening,0x1000000000154,107,desktop,2020-12-14T04:37:00.000+0000
Gandalf,4086,Recipes,0x10000000006cd,148,unknown,2020-05-06T23:46:00.000+0000
Dwalin,2305,Gardening,0x1000000000684,130,mobile,2020-09-30T03:48:00.000+0000
Gandalf,4086,Recipes,0x100000000010d,158,desktop,2020-06-09T08:42:00.000+0000
Gloin,9547,Recipes,0x1000000000015,185,unknown,2020-09-01T11:06:00.000+0000
Gloin,9547,Gardening,0x1000000000374,129,mobile,2020-02-08T04:25:00.000+0000
Gandalf,4086,Recipes,0x100000000060d,196,desktop,2020-08-05T21:25:00.000+0000
Bilbo,971,Home Decor,0x1000000000137,158,unknown,2020-08-22T06:41:00.000+0000
Oin,481,Gardening,0x10000000002d0,140,mobile,2020-05-27T19:45:00.000+0000
Gloin,9547,Home Decor,0x10000000005b7,140,desktop,2020-01-17T09:28:00.000+0000
Bilbo,971,Home Decor,0x1000000000183,191,unknown,2020-03-07T15:07:00.000+0000
Gandalf,4086,Gardening,0x1000000000400,136,mobile,2020-11-09T15:02:00.000+0000
Bilbo,971,Lifestyle,0x1000000000206,132,desktop,2020-01-15T03:07:00.000+0000
Thorin,6360,Lifestyle,0x100000000011a,185,unknown,2020-06-29T07:39:00.000+0000
Dwalin,2305,Lifestyle,0x1000000000412,169,mobile,2020-01-31T10:36:00.000+0000
Gandalf,4086,Recipes,0x10000000003b9,122,desktop,2020-09-17T23:30:00.000+0000
Gandalf,4086,Lifestyle,0x10000000002e2,132,unknown,2020-12-27T17:57:00.000+0000
Thorin,6360,Lifestyle,0x100000000066a,192,mobile,2020-01-13T15:21:00.000+0000
Oin,481,Home Decor,0x1000000000157,122,desktop,2020-11-24T06:19:00.000+0000
Dwalin,2305,Lifestyle,0x10000000000be,116,unknown,2020-12-20T18:00:00.000+0000
Dwalin,2305,Gardening,0x1000000000244,184,mobile,2020-10-28T09:44:00.000+0000
Dwalin,2305,Home Decor,0x100000000051f,174,desktop,2020-12-13T21:08:00.000+0000
Bilbo,971,Recipes,0x10000000001c1,105,unknown,2020-10-27T02:14:00.000+0000
Dwalin,2305,Home Decor,0x1000000000517,154,mobile,2020-07-09T07:14:00.000+0000
Gloin,9547,Lifestyle,0x10000000005ea,106,desktop,2020-02-15T21:18:00.000+0000
Oin,481,Recipes,0x10000000005c9,173,unknown,2020-03-09T13:59:00.000+0000
Oin,481,Home Decor,0x10000000003b3,174,mobile,2020-08-06T23:08:00.000+0000
Bilbo,971,Recipes,0x10000000004d9,152,desktop,2020-09-06T06:16:00.000+0000
Bilbo,971,Gardening,0x1000000000004,106,unknown,2020-05-25T00:33:00.000+0000
Thorin,6360,Recipes,0x1000000000441,140,mobile,2020-08-25T06:46:00.000+0000
Gandalf,4086,Home Decor,0x100000000029b,180,desktop,2020-08-30T19:29:00.000+0000
Gandalf,4086,Home Decor,0x10000000005bf,109,unknown,2020-11-30T12:59:00.000+0000
Oin,481,Recipes,0x100000000021d,184,mobile,2020-12-30T23:17:00.000+0000
Gandalf,4086,Recipes,0x10000000002dd,122,desktop,2020-08-16T22:50:00.000+0000
Kimberly,9173,Lifestyle,0x10000000000d2,193,unknown,2020-03-15T06:49:00.000+0000
Thorin,6360,Lifestyle,0x1000000000352,161,mobile,2020-05-14T03:15:00.000+0000
Gandalf,4086,Recipes,0x100000000005d,135,desktop,2020-03-05T10:52:00.000+0000
Bilbo,971,Home Decor,0x10000000002f3,151,unknown,2020-07-18T21:13:00.000+0000
Gandalf,4086,Lifestyle,0x10000000003fe,150,mobile,2020-12-04T07:53:00.000+0000
Thorin,6360,Recipes,0x1000000000309,153,desktop,2020-05-07T06:26:00.000+0000
Kimberly,9173,Lifestyle,0x100000000057a,179,unknown,2020-09-25T20:07:00.000+0000
Thorin,6360,Recipes,0x100000000019d,133,mobile,2020-10-09T22:10:00.000+0000
Gandalf,4086,Recipes,0x10000000005dd,107,desktop,2020-08-23T01:45:00.000+0000
Thorin,6360,Lifestyle,0x10000000005e2,131,unknown,2020-03-14T05:41:00.000+0000
Thorin,6360,Recipes,0x1000000000201,131,mobile,2020-11-09T11:54:00.000+0000
Dwalin,2305,Lifestyle,0x1000000000392,176,desktop,2020-08-07T05:32:00.000+0000
Thorin,6360,Lifestyle,0x10000000005c2,124,unknown,2020-07-25T14:01:00.000+0000
Oin,481,Recipes,0x1000000000435,171,mobile,2020-03-08T22:23:00.000+0000
Thorin,6360,Recipes,0x1000000000359,101,desktop,2020-08-30T21:42:00.000+0000
Dwalin,2305,Lifestyle,0x100000000069e,117,unknown,2020-05-12T06:47:00.000+0000
Dwalin,2305,Recipes,0x100000000040d,176,mobile,2020-08-10T04:06:00.000+0000
Oin,481,Lifestyle,0x100000000031a,157,desktop,2020-02-17T00:49:00.000+0000
Gloin,9547,Lifestyle,0x1000000000696,193,unknown,2020-09-13T22:21:00.000+0000
Dwalin,2305,Home Decor,0x100000000069f,175,mobile,2020-10-29T18:40:00.000+0000
Gandalf,4086,Gardening,0x1000000000458,109,desktop,2020-10-22T01:29:00.000+0000
Dwalin,2305,Gardening,0x1000000000120,190,unknown,2020-06-26T01:36:00.000+0000
Bilbo,971,Home Decor,0x1000000000213,115,mobile,2020-07-11T09:26:00.000+0000
Kimberly,9173,Recipes,0x10000000006d5,108,desktop,2020-02-01T01:38:00.000+0000
Dwalin,2305,Recipes,0x1000000000639,112,unknown,2020-09-18T23:08:00.000+0000
Thorin,6360,Lifestyle,0x10000000002c2,171,mobile,2020-04-13T14:25:00.000+0000
Bilbo,971,Gardening,0x100000000033c,196,desktop,2020-03-28T13:26:00.000+0000
Bilbo,971,Lifestyle,0x1000000000672,103,unknown,2020-06-18T07:23:00.000+0000
Kimberly,9173,Lifestyle,0x100000000016a,183,mobile,2020-12-26T02:43:00.000+0000
Dwalin,2305,Home Decor,0x100000000026b,144,desktop,2020-04-21T13:15:00.000+0000
Gandalf,4086,Recipes,0x1000000000341,145,unknown,2020-09-14T13:29:00.000+0000
Kimberly,9173,Home Decor,0x100000000058f,188,mobile,2020-04-22T20:40:00.000+0000
Thorin,6360,Gardening,0x1000000000258,134,desktop,2020-05-16T09:25:00.000+0000
Bilbo,971,Gardening,0x100000000025c,116,unknown,2020-03-28T20:35:00.000+0000
Oin,481,Recipes,0x1000000000599,106,mobile,2020-12-16T03:32:00.000+0000
Dwalin,2305,Home Decor,0x100000000014b,158,desktop,2020-10-31T23:15:00.000+0000
Oin,481,Recipes,0x1000000000289,155,unknown,2020-06-13T10:37:00.000+0000
Thorin,6360,Gardening,0x1000000000248,171,mobile,2020-07-22T17:55:00.000+0000
Oin,481,Home Decor,0x10000000004cb,131,desktop,2020-10-12T11:31:00.000+0000
Thorin,6360,Home Decor,0x10000000003a7,100,unknown,2020-06-27T00:05:00.000+0000
Gandalf,4086,Home Decor,0x10000000003e3,190,mobile,2020-11-21T13:20:00.000+0000
Bilbo,971,Home Decor,0x1000000000223,167,desktop,2020-01-05T00:44:00.000+0000
Gloin,9547,Recipes,0x100000000033d,118,unknown,2020-06-26T21:53:00.000+0000
Dwalin,2305,Recipes,0x10000000001e1,168,mobile,2020-04-01T09:00:00.000+0000
Bilbo,971,Recipes,0x10000000006f1,115,desktop,2020-05-02T04:26:00.000+0000
Gandalf,4086,Lifestyle,0x10000000005b6,161,unknown,2020-01-21T22:44:00.000+0000
Thorin,6360,Lifestyle,0x1000000000112,105,mobile,2020-01-09T14:23:00.000+0000
Gloin,9547,Home Decor,0x10000000005e3,126,desktop,2020-06-02T00:37:00.000+0000
Gandalf,4086,Home Decor,0x10000000003c7,140,unknown,2020-10-22T13:51:00.000+0000
Bilbo,971,Lifestyle,0x10000000002ba,173,mobile,2020-03-27T18:09:00.000+0000
Oin,481,Home Decor,0x100000000006b,103,desktop,2020-01-30T11:16:00.000+0000
Bilbo,971,Home Decor,0x10000000002ef,115,unknown,2020-09-10T14:13:00.000+0000
Gloin,9547,Recipes,0x10000000002e9,134,mobile,2020-06-03T17:04:00.000+0000
Dwalin,2305,Home Decor,0x100000000061b,115,desktop,2020-11-01T22:03:00.000+0000
Gloin,9547,Lifestyle,0x100000000014e,131,unknown,2020-08-11T21:44:00.000+0000
Gloin,9547,Lifestyle,0x100000000023e,180,mobile,2020-01-18T22:57:00.000+0000
Bilbo,971,Recipes,0x10000000001f5,134,desktop,2020-06-20T02:33:00.000+0000
Bilbo,971,Home Decor,0x100000000003b,127,unknown,2020-04-06T19:44:00.000+0000
Gandalf,4086,Gardening,0x1000000000340,176,mobile,2020-03-08T18:57:00.000+0000
Kimberly,9173,Lifestyle,0x10000000006ca,143,desktop,2020-11-10T13:19:00.000+0000
Thorin,6360,Lifestyle,0x1000000000442,133,unknown,2020-03-07T09:25:00.000+0000
Oin,481,Gardening,0x100000000050c,191,mobile,2020-07-27T15:53:00.000+0000
Dwalin,2305,Recipes,0x10000000006a1,152,desktop,2020-09-12T07:48:00.000+0000
Gandalf,4086,Recipes,0x10000000001f5,194,unknown,2020-10-30T05:36:00.000+0000
Dwalin,2305,Home Decor,0x1000000000523,170,mobile,2020-12-02T04:20:00.000+0000
Kimberly,9173,Gardening,0x10000000004e0,186,desktop,2020-09-22T15:42:00.000+0000
Oin,481,Gardening,0x10000000001a0,109,unknown,2020-11-04T20:05:00.000+0000
Gandalf,4086,Recipes,0x10000000003bd,188,mobile,2020-07-13T04:22:00.000+0000
Dwalin,2305,Recipes,0x1000000000051,150,desktop,2020-04-18T23:29:00.000+0000
Oin,481,Gardening,0x100000000007c,172,unknown,2020-07-01T02:12:00.000+0000
Gloin,9547,Lifestyle,0x10000000003fe,112,mobile,2020-03-18T09:47:00.000+0000
Dwalin,2305,Recipes,0x1000000000315,190,desktop,2020-05-05T00:05:00.000+0000
Oin,481,Gardening,0x1000000000628,163,unknown,2020-05-05T15:16:00.000+0000
Oin,481,Recipes,0x10000000001f5,185,mobile,2020-02-21T23:17:00.000+0000
Gandalf,4086,Recipes,0x100000000062d,149,desktop,2020-02-24T11:55:00.000+0000
Gandalf,4086,Home Decor,0x10000000005d7,120,unknown,2020-09-08T01:39:00.000+0000
Oin,481,Lifestyle,0x100000000055e,137,mobile,2020-01-08T00:02:00.000+0000
Gandalf,4086,Lifestyle,0x1000000000296,159,desktop,2020-04-15T13:16:00.000+0000
Dwalin,2305,Recipes,0x1000000000001,197,unknown,2020-04-28T10:53:00.000+0000
Dwalin,2305,Home Decor,0x1000000000447,129,mobile,2020-09-09T02:56:00.000+0000
Bilbo,971,Recipes,0x100000000066d,183,desktop,2020-09-29T01:31:00.000+0000
Bilbo,971,Home Decor,0x100000000005b,163,unknown,2020-04-23T18:45:00.000+0000
Gandalf,4086,Lifestyle,0x100000000054a,165,mobile,2020-09-16T21:42:00.000+0000
Bilbo,971,Lifestyle,0x100000000047e,106,desktop,2020-01-31T21:38:00.000+0000
Gandalf,4086,Gardening,0x1000000000028,104,unknown,2020-05-29T21:42:00.000+0000
Oin,481,Recipes,0x10000000004a5,188,mobile,2020-08-06T14:31:00.000+0000
Bilbo,971,Gardening,0x100000000039c,109,desktop,2020-08-08T05:35:00.000+0000
Bilbo,971,Gardening,0x1000000000304,185,unknown,2020-06-14T05:23:00.000+0000
Bilbo,971,Recipes,0x10000000003b5,156,mobile,2020-02-22T03:58:00.000+0000
Dwalin,2305,Recipes,0x10000000000ed,168,desktop,2020-07-03T03:06:00.000+0000
Gandalf,4086,Lifestyle,0x1000000000636,187,unknown,2020-08-07T20:17:00.000+0000
Thorin,6360,Home Decor,0x10000000005cf,123,mobile,2020-04-25T12:35:00.000+0000
Kimberly,9173,Home Decor,0x10000000004fb,182,desktop,2020-02-24T20:45:00.000+0000
Kimberly,9173,Gardening,0x10000000000e0,128,unknown,2020-08-27T11:25:00.000+0000
Bilbo,971,Lifestyle,0x10000000006f6,129,mobile,2020-11-01T08:41:00.000+0000
Oin,481,Gardening,0x1000000000470,197,desktop,2020-11-05T22:23:00.000+0000
Kimberly,9173,Gardening,0x10000000006e8,177,unknown,2020-07-07T03:24:00.000+0000
Bilbo,971,Lifestyle,0x1000000000302,153,mobile,2020-09-03T19:04:00.000+0000
Gandalf,4086,Home Decor,0x100000000016b,109,desktop,2020-08-31T20:04:00.000+0000
Thorin,6360,Recipes,0x10000000002d9,127,unknown,2020-01-25T22:34:00.000+0000
Thorin,6360,Gardening,0x10000000004a4,145,mobile,2020-03-28T13:25:00.000+0000
Dwalin,2305,Recipes,0x100000000063d,187,desktop,2020-12-29T18:48:00.000+0000
Oin,481,Home Decor,0x10000000006bb,158,unknown,2020-06-04T06:17:00.000+0000
Thorin,6360,Home Decor,0x100000000007b,137,mobile,2020-10-06T18:22:00.000+0000
Thorin,6360,Gardening,0x1000000000610,147,desktop,2020-02-26T00:19:00.000+0000
Bilbo,971,Recipes,0x1000000000115,114,unknown,2020-02-22T21:06:00.000+0000
Kimberly,9173,Lifestyle,0x10000000001a2,125,mobile,2020-11-06T10:39:00.000+0000
Oin,481,Home Decor,0x100000000056f,105,desktop,2020-07-17T18:32:00.000+0000
Bilbo,971,Recipes,0x1000000000045,142,unknown,2020-08-23T21:09:00.000+0000
Thorin,6360,Gardening,0x100000000019c,167,mobile,2020-01-10T12:15:00.000+0000
Oin,481,Home Decor,0x100000000025f,115,desktop,2020-12-21T10:50:00.000+0000
Bilbo,971,Home Decor,0x1000000000173,138,unknown,2020-01-25T23:47:00.000+0000
Bilbo,971,Gardening,0x10000000006b0,150,mobile,2020-12-12T04:52:00.000+0000
Oin,481,Home Decor,0x10000000002a7,184,desktop,2020-10-04T07:18:00.000+0000
Dwalin,2305,Gardening,0x10000000001c8,161,unknown,2020-03-14T03:55:00.000+0000
Kimberly,9173,Recipes,0x100000000050d,103,mobile,2020-08-28T21:15:00.000+0000
Thorin,6360,Lifestyle,0x100000000027e,177,desktop,2020-04-22T09:20:00.000+0000
Dwalin,2305,Gardening,0x1000000000634,176,unknown,2020-12-04T13:48:00.000+0000
Bilbo,971,Lifestyle,0x10000000003f2,132,mobile,2020-10-06T10:19:00.000+0000
Bilbo,971,Recipes,0x1000000000591,169,desktop,2020-03-25T23:41:00.000+0000
Bilbo,971,Lifestyle,0x100000000064e,154,unknown,2020-07-29T07:28:00.000+0000
Gandalf,4086,Lifestyle,0x10000000006d2,101,mobile,2020-03-01T15:11:00.000+0000
Dwalin,2305,Recipes,0x1000000000049,193,desktop,2020-02-10T04:06:00.000+0000
Gloin,9547,Lifestyle,0x1000000000196,178,unknown,2020-05-24T01:57:00.000+0000
Oin,481,Lifestyle,0x10000000005ea,169,mobile,2020-12-23T09:41:00.000+0000
Gandalf,4086,Recipes,0x10000000003dd,151,desktop,2020-11-21T07:28:00.000+0000
Thorin,6360,Recipes,0x100000000013d,100,unknown,2020-01-29T21:45:00.000+0000
Bilbo,971,Lifestyle,0x100000000032a,102,mobile,2020-12-11T19:52:00.000+0000
Oin,481,Lifestyle,0x10000000001ca,178,desktop,2020-11-14T13:12:00.000+0000
Gandalf,4086,Recipes,0x10000000003e1,147,unknown,2020-03-15T03:30:00.000+0000
Oin,481,Gardening,0x10000000005ec,132,mobile,2020-08-25T01:48:00.000+0000
Gandalf,4086,Recipes,0x1000000000149,195,desktop,2020-01-09T23:17:00.000+0000
Oin,481,Home Decor,0x10000000000db,106,unknown,2020-05-10T14:05:00.000+0000
Oin,481,Recipes,0x10000000002e5,151,mobile,2020-08-20T15:43:00.000+0000
Oin,481,Recipes,0x1000000000119,188,desktop,2020-09-13T20:41:00.000+0000
Gloin,9547,Recipes,0x1000000000571,100,unknown,2020-10-02T11:59:00.000+0000
Thorin,6360,Lifestyle,0x100000000050e,187,mobile,2020-11-25T02:25:00.000+0000
Bilbo,971,Lifestyle,0x100000000033e,117,desktop,2020-05-29T09:19:00.000+0000
Dwalin,2305,Gardening,0x1000000000098,178,unknown,2020-11-03T22:44:00.000+0000
Gandalf,4086,Recipes,0x1000000000685,113,mobile,2020-12-12T22:11:00.000+0000
Oin,481,Recipes,0x1000000000225,185,desktop,2020-01-30T16:56:00.000+0000
Kimberly,9173,Recipes,0x10000000004c9,108,unknown,2020-11-04T03:28:00.000+0000
Bilbo,971,Lifestyle,0x100000000042e,101,mobile,2020-09-30T04:07:00.000+0000
Thorin,6360,Lifestyle,0x1000000000432,192,desktop,2020-06-15T03:06:00.000+0000
Thorin,6360,Recipes,0x1000000000085,151,unknown,2020-12-11T20:58:00.000+0000
Gloin,9547,Recipes,0x1000000000195,116,mobile,2020-04-21T08:33:00.000+0000
Gandalf,4086,Lifestyle,0x10000000002e6,149,desktop,2020-11-24T22:31:00.000+0000
Gloin,9547,Recipes,0x10000000002b5,169,unknown,2020-06-03T03:03:00.000+0000
Gandalf,4086,Lifestyle,0x100000000039a,116,mobile,2020-12-31T08:47:00.000+0000
Thorin,6360,Home Decor,0x1000000000537,114,desktop,2020-11-29T06:47:00.000+0000
Oin,481,Lifestyle,0x10000000002de,187,unknown,2020-08-01T04:15:00.000+0000
Gandalf,4086,Gardening,0x100000000010c,147,mobile,2020-12-10T13:20:00.000+0000
Dwalin,2305,Home Decor,0x1000000000383,182,desktop,2020-06-02T04:17:00.000+0000
Gloin,9547,Home Decor,0x1000000000107,137,unknown,2020-09-02T09:55:00.000+0000
Thorin,6360,Recipes,0x1000000000549,145,mobile,2020-10-29T20:33:00.000+0000
Kimberly,9173,Recipes,0x100000000068d,143,desktop,2020-04-25T10:43:00.000+0000
Bilbo,971,Gardening,0x100000000053c,187,unknown,2020-03-23T18:01:00.000+0000
Kimberly,9173,Recipes,0x1000000000659,151,mobile,2020-11-11T01:27:00.000+0000
Kimberly,9173,Recipes,0x100000000006d,192,desktop,2020-12-09T01:16:00.000+0000
Thorin,6360,Recipes,0x10000000005f1,163,unknown,2020-03-12T01:37:00.000+0000
Gandalf,4086,Lifestyle,0x100000000018e,187,mobile,2020-04-12T05:38:00.000+0000
Dwalin,2305,Lifestyle,0x10000000006e2,152,desktop,2020-07-24T16:23:00.000+0000
Thorin,6360,Lifestyle,0x100000000030e,196,unknown,2020-04-17T16:45:00.000+0000
Thorin,6360,Recipes,0x1000000000155,159,mobile,2020-09-05T00:16:00.000+0000
Thorin,6360,Lifestyle,0x1000000000396,191,desktop,2020-11-22T03:11:00.000+0000
Thorin,6360,Gardening,0x10000000006c8,183,unknown,2020-12-18T00:54:00.000+0000
Kimberly,9173,Home Decor,0x1000000000287,128,mobile,2020-03-07T12:27:00.000+0000
